from_name,to_name
万圣节,美国
行尸走肉,美
行尸走肉,法
行尸走肉,意大利
爱情,韩国
钢铁侠3,美国
寂静岭,美国
电锯惊魂,美国
电锯惊魂,澳大利亚
3D豪情,中国香港
诛仙,中国大陆
鹿鼎记,中国香港
奋斗,中国内地
当幸福来敲门,美国
赵氏孤儿,中国大陆
爱在身边,中国
死神来了,美国
死神来了,加拿大
辛亥革命,中国
龙猫,日本
钢铁侠,美国
色·戒,美国
色·戒,中国
色·戒,中国台湾
色·戒,中国香港
饥饿游戏,美国
重庆,韩国
普罗米修斯,美国
感官世界,日本
感官世界,法国
钱学森,中国
乱世佳人,中国
乱世佳人,中国香港
敢死队2,美国
倩女幽魂,中国大陆
倩女幽魂,中国香港
我是传奇,美国
白鹿原,中国
吸血鬼,美国
情书,美国
情书,美国
性暴力档案之三奸2,香港地区
青春失乐园,中国大陆
青春期3,中国大陆
宫锁沉香,中国
星球大战,美国
画皮,香港
鸿门宴,中国香港
五十度灰,美国
速度与激情,美国
速度与激情,德国
大话西游,中国香港
爱,奥地利
爱,法国
爱,德国
V字仇杀队,美国
V字仇杀队,英国
V字仇杀队,德国
爱,匈牙利
星际穿越,美国
星际穿越,英国
密爱,韩国
天天向上,中国
山楂树之恋,中国内地
晚娘,泰国
后会无期,中国
死神来了,美国
死神来了,加拿大
沉默的羔羊,美国
银河护卫队,美国
银河护卫队,英国
环太平洋,美国
玉蒲团,中国香港
敢死队,美国
百合,中国大陆
傲慢与偏见,法国
傲慢与偏见,英国
傲慢与偏见,美国
西西里的美丽传说,美国
西西里的美丽传说,意大利
同桌的你,中国大陆
玉蒲团,香港
人在囧途,中国内地
玉蒲团,中国香港
喜爱夜蒲3,香港
玉蒲团,香港
教父,美国
玉蒲团,香港
歌舞青春,美国
咒怨,日本
人再囧途之泰囧,中国大陆
热血高校,日本
玉蒲团,中国香港
狄仁杰之神都龙王,中国
美丽人生,意大利
斯巴达克斯,美国
斯巴达克斯,美国
蜂蜜,土耳其
美国队长,美国
断背山,美国
断背山,加拿大
速度与激情5,美国
云图,美国
复仇者联盟2：奥创纪元,美国
樱兰高校男公关部,日本
心花路放,中国大陆
三生三世十里桃花,中国大陆
古今大战秦俑情,香港
古今大战秦俑情,中国大陆
天与地,日本
DREAM HIGH2,韩国
猩球崛起,迈阿密
勇敢的心,美国
罗马帝国艳情史,匈牙利
铁钩船长,美国
貂蝉,中国
貂蝉,中国香港
貂蝉,中国香港
蝙蝠侠,美国
美国派,美国
太极,中国
爱的色放,韩国
三傻大闹宝莱坞,印度
恋空,日本
人体蜈蚣,荷兰
活着,中国内地
赤裸羔羊,中国香港
上位,中国大陆
建党伟业,中国
上善若水,中国大陆
神马都是浮云,中国大陆
神马都是浮云,香港
青春期4,中国大陆
世界地图,美国
世界地图,德国
玉蒲团之偷情宝鉴,中国香港
忠烈杨家将,中国香港
薰衣草,中国香港
好想告诉你,日本
左耳,中国大陆
小说,中国大陆
感官世界,日本
智齿,韩国
荷尔蒙,泰国
小时代4：灵魂尽头,中国内地
小时代4：灵魂尽头,中国台湾
大太监,中国台湾
老炮儿,中国大陆
午夜凶铃,日本
色情市场,日本
海上钢琴师,意大利
锦衣卫,中国
咒怨,美国
咒怨,日本
咒怨,德国
终结者,美国
终结者,英国
终结者,法国
终结者,意大利
终结者,德国
异形,英国
异形,美国
魁拔,中国大陆
大男当婚,美国
尼基塔,法国；意大利
黑洞,英国
彼岸花,日本
花与蛇,日本
荷尔蒙,泰国
玉蒲团之玉女心经,中国香港
美人鱼,中国大陆
美人鱼,中国香港
悲惨世界,英国
花木兰,中国大陆
屈原,香港
碟中谍4,美国
长恨歌,中国
长恨歌,中国香港
死神来了5,美国
死神来了5,加拿大
与我上床,加拿大
杨贵妃,中国香港
钢铁是怎样炼成的,苏联
美国派,美国
钢铁是怎样炼成的,苏联
3D金瓶梅,中国香港
无间道,香港
穆赫兰道,美国
穆赫兰道,法国
圆明园,中国大陆
剪刀手爱德华,美国
不能说的秘密,中国台湾
不能说的秘密,中国香港
霍比特人,美国
霍比特人,新西兰
西游记之大圣归来,中国
怦然心动,美国
超凡蜘蛛侠,美国
星际迷航,美国
十月围城,中国大陆
十月围城,中国香港
动物性本能2,美国
黑夜传说,美国
黑夜传说,德国
黑夜传说,匈牙利
黑夜传说,英国
辛德勒的名单,美国
孤岛惊魂,中国香港
我唾弃你的坟墓,美国
宝贝,中国上海
越光宝盒,中国香港
琵琶行,中国香港
恋之欲室,日本
我叫MT,中国大陆
异形,英国
异形,美国
道士下山,中国
恐怖游轮,英国
恐怖游轮,澳大利亚
煎饼侠,中国内地
笔仙,韩国
雷神,美国
假如爱有天意,韩国
X战警：逆转未来,美国
美丽人生,美国
蜘蛛侠,美国
阿凡达2,美国
美丽人生,南斯拉夫
美丽心灵,美国
忠犬八公的故事,美国
极品飞车,美国
我的野蛮女友,韩国
潜伏,中国大陆
手机,中国
敢死队3,美国
敢死队3,法国
赤裸特工,中国香港
黄金大劫案,中国大陆
港囧,中国大陆
傲慢与偏见,美国
逆战,中国香港
逆战,中国大陆
新少林寺,内地
新少林寺,香港
星空,中国大陆
星空,中国台湾
切肤之爱,日本
挪威的森林,日本
傲慢与偏见,英国
机械师,美国
四大名捕2,中国内地
王昭君,中国香港
傲慢与偏见,英国
汉尼拔,英国
汉尼拔,|美国
傲慢与偏见,英国
情欲禁地,墨西哥
赛德克·巴莱,台湾
艋舺,中国台湾
杀破狼2,中国大陆
杀破狼2,中国香港
狼,美国
王子,印度
孤岛惊魂,德国
黑天鹅,美国
小时代3：刺金时代,中国内地
肏我,法国
霍元甲,中国香港
头文字D,中国香港
星球大战,美国
蒲公英,日本
警察故事2013,中国大陆
警察故事2013,香港
潜伏,美国
罗生门,日本
宝贝,中国大陆
囡囡,中国香港
致命ID,美国
色情男女,中国香港
苏醒,美国
苏醒,中国
迷失,立陶宛
全城热恋,中国
全城热恋,美国
花,法国
花,中国大陆
白蛇传说,中国大陆
白蛇传说,香港
花,中国大陆
美国队长2,美国
四大天王,中国香港
林中小屋,美国
暮光之城：破晓（下）,美国
将爱情进行到底,中国大陆
终结者,美国
惊天魔盗团,美国
黑客帝国,美国
黑客帝国,澳大利亚
秦时明月之龙腾万里,中国大陆
隐私欲望,法国西德
GAY,荷兰
源代码,法国
源代码,美国
无人区,中国大陆
孙子兵法,中国大陆
绝代双骄,中国香港
放牛班的春天,法国
放牛班的春天,德国
放牛班的春天,瑞士
凤凰,中国
凤凰,日本
寒战,中国香港
老男孩之猛龙过江,中国大陆
万有引力,中国大陆
搜神记,中国大陆
雏菊,韩国
宁静,波兰
high kick 3,韩国
超体,法国
超体,美国
绝代双骄,中国香港
谍影重重,美国
武松,中国香港
澳门风云2,中国香港
澳门风云2,中国大陆[5]
金刚狼2,美国
金刚狼2,英国
金刚狼2,澳大利亚
金刚狼2,日本
非诚勿扰2,中国大陆
明日边缘,美国
蝙蝠侠：黑暗骑士崛起,美国
不可撤销,法国
毒战,中国
没关系，是爱情啊,韩国
天堂电影院,法国
天堂电影院,意大利
小李飞刀,台湾
机械师,西班牙
分手合约,中国大陆\韩国
铜雀台,中国大陆
少林寺,中国大陆
少林寺,中国香港
午夜凶铃,美国
低俗小说,美国
鹰眼,美国
鹰眼,德国
楚门的世界,美国
铠甲勇士拿瓦,中国大陆[3]
泰迪熊,美国
家,中国
夜访吸血鬼,美国
钢铁侠2,美国
蚁人,美国
地球,德国
地球,英国
地球,美国
金枝玉叶,中国香港
金太狼的幸福生活,中国
超级战舰,美国
家,美国
前度,中国香港
二次曝光,中国
重返20岁,中国大陆
重返20岁,中国香港
重返20岁,台湾
重返20岁,韩国
海扁王,美国
悲惨世界,英国
澳门,巴西
金刚,新西兰
金刚,美国
金刚,德国
绿茶,中国
致命魔术,美国
大逃杀,日本
春娇与志明,中国香港
铁观音,中国香港
阳光灿烂的日子,中国大陆
阳光灿烂的日子,中国香港
战国,中国
浪客剑心,日本
禁室培欲3：香港情夜,香港
灰姑娘,美国
蝴蝶,法国
罪恶之城,美国
碟中谍,美国
暗香,中国
巴西,英国
谍影重重4,美国
岁月神偷,中国香港
岁月神偷,中国大陆
满江红,中国香港
满江红,中国香港
超能陆战队,美国
真相,韩国
血滴子,中国内地
血滴子,中国香港
真相,中国内地
真相,中国大陆
爱丽丝梦游仙境,美国
桃姐,中国香港
刺客信条,美国
刺客信条,英国
刺客信条,法国
脑筋急转弯,美国
白发魔女传之明月天国,中国内地
梅花,中国
私人订制,中国大陆
撒旦,俄罗斯
智取威虎山3D,中国大陆
蝴蝶,香港
建国大业,中国
茉莉花,波兰
力王,中国香港
力王,日本
搏击俱乐部,美国
搏击俱乐部,德国
我和春天有个约会,香港
伟大的隐藏者,韩国
爱丽丝梦游仙境,日本
爱丽丝梦游仙境,英国
爱丽丝梦游仙境,美国
爱丽丝梦游仙境,德国
偷窥无罪,中国香港
爱丽丝梦游仙境,美国
埃及艳后,美国
埃及艳后,英国
埃及艳后,瑞士
爱丽丝梦游仙境,捷克斯洛伐克
爱丽丝梦游仙境,瑞士
爱丽丝梦游仙境,英国
爱丽丝梦游仙境,西德
美人鱼,中国
美国往事,意大利
美国往事,美国
天将雄师,中国
天将雄师,中国香港
杀死比尔,中国香港
杀死比尔,美国
一步之遥,中国大陆
木乃伊4,美国
七小福,香港
东成西就2011,中国大陆
东成西就2011,香港
有一个地方只有我们知道,中国大陆
踩碳,中国
女人,美国
晚秋,韩国
幸福,韩国
幸福,中国大陆
史密斯夫妇,美国
侏罗纪世界,美国
书剑恩仇录,中国香港
书剑恩仇录,中国大陆
超凡蜘蛛侠2,美国
another,日本
书剑恩仇录,中国香港
蝴蝶,韩国
蝴蝶,西德
蝴蝶,瑞典
蝴蝶,中国大陆
太极拳,中国香港
心战,中国香港
爸爸去哪儿,中国大陆
亲爱的,中国大陆
贫民窟的百万富翁,英国
狼图腾,中国大陆
狼图腾,法国
疯狂的石头,中国大陆
疯狂的石头,中国香港
李元霸,中国香港
星际迷航,美国
星际迷航,德国
萧十一郎,中国香港
金瓶梅之鸳鸯戏床,香港
天使,日本
观音山,中国大陆
少林寺,中国香港
我们都是坏孩子,中国大陆
海角七号,中国台湾
林肯,美国
香水：一个谋杀犯的故事,德国
香水：一个谋杀犯的故事,法国
香水：一个谋杀犯的故事,西班牙
香水：一个谋杀犯的故事,美国
天下第一,俄罗斯
罗马假日,美国
钟无艳,中国香港
青蜂侠,美国
穿普拉达的女王,美国
穿普拉达的女王,英国
穿普拉达的女王,法国
朝花夕拾,中国香港
红灯区,中国
雪山飞狐,中国香港
东邪西毒,中国香港
刮痧,中国
范海辛,美国
范海辛,捷克
末代皇帝,中国
末代皇帝,法国
末代皇帝,英国
末代皇帝,意大利
末代皇帝,日本
第九区,美国
第九区,新西兰
第九区,加拿大
第九区,南非
非常完美,中国
非常完美,韩国
普罗米修斯2,美国
柠檬,中国
鬼,韩国
功夫熊猫,美国
大丫鬟,中国大陆
人工智能,美国
想爱就爱,泰国
神奇四侠,美国
狼牙,中国香港
钟无艳,中国香港
钟无艳,中国香港
亚特兰蒂斯,英国
吉他,美国
血滴子,中国香港
狄仁杰之通天帝国,内地
狄仁杰之通天帝国,香港
色情男女,韩国
杀破狼,香港
了不起的盖茨比,英国
了不起的盖茨比,美国
月球,英国
拯救大兵瑞恩,美国
天使,英国
阿修罗,中国香港
阿修罗,日本
盗贼同盟,中国
盗贼同盟,韩国
诺亚方舟,中国大陆
诺亚方舟,英国
守望者,美国
人肉叉烧包,中国香港
王的男人,韩国
王的盛宴,中国大陆
女人公敌,中国大陆
剑雨,中国大陆
剑雨,中国香港
剑雨,中国台湾
碧血剑,中国香港
属于你的我的初恋,日本
色即是空2,韩国
骆驼祥子,中国大陆
赌神,中国香港
幽灵,美国
绣春刀,中国
碧血剑,中国香港
纽约,印度
幽灵,中国大陆
幽灵,加拿大
幽灵,法国
幽灵,美国
幽灵,英国
幽灵,中国
后天,美国
飞虎,中国香港
闪灵,美国英国
舞出我人生,美国
我的朋友很少,日本
黑衣人3,美国
奇门遁甲,中国香港
僵尸世界大战,美国
杀人游戏,美国
前任攻略,中国内地
赤壁,中国
蝙蝠侠：黑暗骑士,美国
蝙蝠侠：黑暗骑士,英国
一夜惊喜,中国
强奸之恋,美国
窃听风云,中国香港
天使之恋,日本
黑天鹅,美国
新宿事件,中国香港
丝绸之路,中国
洛杉矶之战,美国
安娜情欲史,丹麦
我的野蛮女友,美国
喜剧之王,中国香港
僵尸先生,中国香港
聊斋志异,中国香港
阿司匹林,中国
金粉世家,中国香港
四大名捕3,中国内地
全民目击,中国
我的野蛮女友,中国
老人与海,俄罗斯
老人与海,加拿大
老人与海,日本
了不起的盖茨比,美国
穿越时空的少女,日本
闻香识女人,美国
老人与海,英国
风云2,中国香港
蓝宇,中国香港
阳光姐妹淘,韩国
春光乍泄,香港
宝莲灯,中国大陆
致命弯道,美国
致命弯道,德国
金馆长对金馆长对金馆长,韩国
熔炉,韩国
向日葵,韩国
熊出没之夺宝熊兵,中国大陆
木乃伊,美国
鬼子来了,中国
林冲,中国大陆
黑色大丽花,美国
埃及艳后,美国
埃及艳后,美国
蒙娜丽莎,中国
飞虎神鹰,美国
梦回鹿鼎记,中国大陆
大侦探福尔摩斯,英国
大侦探福尔摩斯,美国
大侦探福尔摩斯,澳大利亚
X战警：第一战,美国
埃及艳后,巴西
移动迷宫,美国
移动迷宫,英国
移动迷宫,加拿大
第一次,中国大陆
逍遥法外,美国
逍遥法外,加拿大
恋爱通告,中国台湾
黑衣人,美国
铁血战士,美国
泰迪熊,美国
星巴克,美国
黄真伊,韩国
归来,中国
最美的时光,中国大陆
雪花秘扇,美国
雪花秘扇,中国
怦然心动,印度
财神客栈,中国香港
向日葵,台湾
天使爱美丽,法国
天使爱美丽,德国
雨果,美国
狼人,英国
狼人,美国
独立日,美国
搜索,中国
白发魔女传,香港
终结者5,美国
枪王之王,中国香港
枪王之王,中国内地
晚秋,韩国
国王的演讲,英国
国王的演讲,澳大利亚
非常人贩,美国
白发魔女传,香港
三枪拍案惊奇,中国大陆
名侦探柯南：天空的遇难船,日本
出轨的女人,中国香港
东成西就,香港
林中小屋,大陆
死亡飞车,美国
接吻,日本
地狱神探,美国
地狱神探,德国
天浴,中国
雏菊,捷克斯洛伐克
黄真伊,韩国
黄真伊,韩国
东京,法国
东京,日本
东京,德国
东京,韩国
九首歌,英国
虞美人,中国
飞越疯人院,美国
被解救的姜戈,美国
青蜂侠,美国
天涯赤子心,美国
黑眼圈,法国
黑眼圈,中国台湾
黑眼圈,奥地利
画皮Ⅱ,中国大陆[1]
听说,中国台湾
佛跳墙,中国香港
黑眼圈,欧美
卡萨布兰卡,美国
七年之痒,中国香港
色欲世界奸魔者,日本
济公,中国香港
朋友,韩国
单身男女,香港
公主日记,美国
丁香,江苏南京
雨人,美国
七年之痒,中国
画皮之真爱无悔,中国内地
初恋,日本
朋友,韩国
朋友,中国香港
香港奇案之强奸,中国香港
唐伯虎点秋香,中国香港
符号,日本
绝命派对,中国台湾
符号,中国大陆
初恋,韩国
告白,日本
昂山素季,欧美
海底两万里,美国
海底两万里,澳大利亚
超人：钢铁之躯,美国
超人：钢铁之躯,加拿大
超人：钢铁之躯,英国
初恋,意大利
海底两万里,美国
正义联盟,美国
侠客行,香港
秘密,日本
齐天大性之大闹女儿国,中国香港
失眠,美国
失眠,加拿大
珍珠港,美国
梁山伯与祝英台,中国香港
麻将,中国台湾
大上海,中国香港
7号房的礼物,韩国
梁山伯与祝英台,中国大陆
游戏,韩国
罗密欧与朱丽叶,美国
斯巴达300勇士,美国
名侦探柯南：绝海的侦探,日本
失眠,韩国
铁甲钢拳,美国
无敌浩克,美国
宝贝计划,中国香港
音乐之声,美国
无耻混蛋,美国
无耻混蛋,德国
海底两万里,美国
爱人,韩国
村妓,中国大陆
名侦探柯南：沉默的15分钟,日本
青蜂侠,中国香港
巴黎圣母院,法国
巴黎圣母院,意大利
起风了,日本
舞出我人生,美国
巴黎圣母院,英国
巴黎圣母院,美国
不道德的故事,法国
玉女心经,香港
万能钥匙,美国
一场风花雪月的事,中国
六月,中国大陆
六月,中国
青蜂侠,法国
人鱼帝国,中国大陆
人鱼帝国,美国
巴黎圣母院,法国
木乃伊,美国
快乐到死,韩国
时间规划局,美国
斗鱼,美国
爱情呼叫转移,中国大陆
穆桂英挂帅,中国大陆
贱女孩,美国
贱女孩,加拿大
天若有情,中国香港
最爱,中国
被偷走的那五年,中国大陆
跆拳道,中国大陆
灯草和尚,中国香港
风云雄霸天下,中国香港
花样年华,中国香港
水,中国大陆
老无所依,美国
真爱至上,英国
真爱至上,美国
罗密欧与朱丽叶,英国
罗密欧与朱丽叶,意大利
罗密欧与朱丽叶,瑞士
那小子真帅,韩国
倾城之恋,中国香港
在一起,中国香港
新不了情,中国香港
大武生,中国大陆
海阔天空,美国
分手大师,中国
海阔天空,中国
海阔天空,中国大陆
LOVE,华谊兄弟
罗密欧与朱丽叶,意大利
罗密欧与朱丽叶,英国
甜蜜蜜,香港
天外飞仙,美国
格列佛游记,美国
格列佛游记,澳大利亚
水浒传之英雄好色,中国香港
格列佛游记,英国
格列佛游记,比利时
低俗喜剧,香港
织田信长,日本
倾城之泪,中国大陆
倾城之泪,香港
倾城之泪,台湾
罗密欧与朱丽叶,法国
美女的烦恼,韩国
青楼十二房,香港
罗密欧与朱丽叶,英国
罗密欧与朱丽叶,意大利
罗密欧与朱丽叶,瑞士
恩典,德国
恩典,挪威
倾城之恋,中国大陆
倾城之恋,香港
倾城之恋,台湾
孤儿怨,美国
生化危机：战神再生,美国
阿飞,中国香港
宿醉,美国
宿醉,德国
功夫熊猫2,美国
白日焰火,中国内地
洛奇,美国
纳尼亚传奇,美国
性欲机器,日本
红高粱,中国
刀锋战士,美国
我为卿狂,中国香港
袁隆平,中国
后宫：帝王之妾,韩国
暧昧,德国
暧昧,中国台湾
中南海保镖,中国香港
中南海保镖,中国大陆
极限特工,美国
德州电锯杀人狂,美国
罗马,阿根廷
猩球崛起：黎明之战,美国
嘻游记,中国大陆
功夫梦,美国
功夫梦,中国大陆
NANA,日本
你是我的命运,韩国
色欲之死,日本
青春荷尔蒙,中国内地
青春派,中国
遗落战境,美国
拳王,中国大陆
摩登家庭,美国
公主日记,美国
拳王,中国大陆
下一个奇迹,中国
拳王,法国
鱼,日本
铠甲勇士之帝皇侠,中国内地
第二梦,中国
詹天佑,中国大陆
兵临城下,美国
兵临城下,德国
兵临城下,英国
兵临城下,爱尔兰
黑鹰坠落,美国
特洛伊,美国
菩提树下,美国
名侦探柯南：漆黑的追踪者,日本
勇闯夺命岛,美国
rio,美国
我的美女老板,中国
平安夜,美国
情人,法国
情人,意大利
情人,西班牙
情人,阿根廷
情人,荷兰
穿越时空的少女,日本
查理和巧克力工厂,美国
查理和巧克力工厂,英国
第一滴血,美国
入殓师,日本
白雪公主与猎人,美国
恋恋笔记本,美国
情人,西班牙
非常主播,韩国
情人,俄罗斯
禁室培欲,日本
禁室培欲,中国香港
巴黎,法国
一公升的眼泪,日本
下女,韩国
犀利人妻,中国台湾
人鬼情未了,美国
三个火枪手,法国
三个火枪手,美国
三个火枪手,英国
三个火枪手,德国
101次求婚,韩国
007：大破天幕杀机,美国
007：大破天幕杀机,英国
贤妻,澳大利亚
何以笙箫默,中国大陆
Hello!树先生,中国内地
全民超人汉考克2,美国
我爱你,韩国
蜗牛,美国
nana,法国
未知死亡,印度
全城戒备,中国大陆
全城戒备,中国香港
北上广不相信眼泪,中国大陆
未来警察,中国大陆
未来警察,香港
未来警察,台湾
天际浩劫,美国
白蛇传,中国大陆
好莱坞,美国
白蛇传,香港
哥斯拉,日本
阿飞正传,中国香港
华尔街之狼,美国
灵异第六感,美国
两小无猜,法国；比利时
食神,中国香港
伊甸园之东,美国
满城尽带黄金甲,中国大陆
十二星座离奇事件,中国
火线追凶,中国大陆
幸福终点站,美国
美人图,韩国
一九四二,中国大陆
金字塔,美国
风之谷,日本
独立日2,美国
枪王之王,美国
消失的子弹,中国大陆
消失的子弹,香港
周末同床,韩国
罗马假日,美国
后厨,中国
巴啦啦小魔仙之魔法的考验,中国大陆
环太平洋2,美国
人猿星球,美国
大武生,中国大陆
蝶恋花,美国
马永贞,中国香港
第五元素,法国
蝶恋花,西班牙
海洋天堂,中国大陆
喜羊羊与灰太狼之开心闯龙年,中国大陆
温暖的尸体,美国
小时代2：青木时代,中国内地
小时代2：青木时代,中国台湾
宠物情人,韩国
钟馗伏魔：雪妖魔灵,中国
西风烈,中国大陆
窃听风云2,中国香港
窃听风云2,中国大陆
灰姑娘,韩国
东京异种,日本
神奇四侠,美国
碟中谍3,美国
新龙门客栈,中国香港
新龙门客栈,中国宁夏
本能,日本
你是我兄弟,委内瑞拉
无极,中国
无极,日本
无极,韩国
龙纹身的女孩,瑞典
龙纹身的女孩,丹麦
龙纹身的女孩,德国
极度强奸,香港
杀人不分左右,美国
恋爱季节,中国大陆
惊声尖笑,美国
内裤之穴,日本
僵尸世界大战2,美国
听风者,中国香港
2046,中国香港
春光乍泄,意大利
春光乍泄,英国
雷神2：黑暗世界,美国
行尸走肉第六季,美国
变形金刚2,美国
人间中毒,韩国
名侦探柯南：第11个前锋,日本
慈禧秘密生活,中国香港
异形大战铁血战士,美国
太平轮,中国大陆
太平轮,美国
太极3：巅峰在望,中国
天下无双,中国
天下无双,香港
赌圣,中国香港
仙人掌,中国香港
四叶草,中国
阿根廷,法国
阿根廷,西班牙
阿根廷,美国
我爱你,中国
死寂,美国
向着炮火前进,韩国
丧尸的乳房,日本
开心魔法,中国大陆
开心魔法,中国香港
最后的晚餐,韩国
最后的晚餐,日本
冰封：永恒之门,中国大陆
冰封：永恒之门,中国香港
最后的晚餐,中国大陆
最后的晚餐,伊朗
最后的晚餐,古巴
奇怪的她,韩国
重庆森林,中国香港
偷天换日,美国
偷天换日,英国
偷天换日,德国
爱在那一天,中国
两杆大烟枪,英国
金刚,美国
笑功震武林,中国大陆
笑功震武林,香港
变脸,美国
郁金香,德国
潘神的迷宫,美国
潘神的迷宫,西班牙
潘神的迷宫,墨西哥
危险关系,美国
小鬼当家,美国
李小龙传奇,美国
李小龙传奇,罗马
李小龙传奇,香港
东成西就,中国香港
全面回忆,美国
光辉岁月,中国香港
盲井,中国
盲井,德国
盲井,香港
杀戮都市,日本
窈窕淑女,美国
宠物情人,韩国
洛神,中国香港
洛神,中国香港
桃色情人,意大利
驯龙高手,美国
滴水观音,中国大陆
灰姑娘,日本
死亡诗社,美国
征服,意大利
饭局也疯狂,中国
金刚,美国
僵尸新娘,美国
僵尸新娘,英国
萧红,中国大陆
截拳道,中国内地
悬崖,中国
我们的存在,日本
星河战队,美国
偷天换日,中国香港
返老还童,中国香港
金刚,印度
天注定,中国大陆
天注定,日本
嫦娥,中国大陆
官人我要,中国香港
荒岛余生,美国
灰姑娘,俄罗斯
灰姑娘,乌克兰
大旗英雄传,中国香港
阮玲玉,香港
飓风营救,法国
大奥,日本
返老还童,中国大陆
借东西的小人阿莉埃蒂,日本
生死狙击,美国
灰姑娘,美国
新上海滩,中国香港
新上海滩,中国大陆
茜茜公主,奥地利
幽灵公主,中国
西厢记,中国香港
人皮客栈,美国
哈姆雷特,英国
玉观音,中国
原罪,法国
美国队长3,美国
斗牛,中国大陆
西厢记,中国大陆
西厢记,中国香港
西厢记,中国大陆
哈姆雷特,英国
西厢记,中国香港
唐人街探案,中国大陆
苏乞儿,中国香港
青春,韩国
精武门,中国香港
特种部队：眼镜蛇的崛起,美国
怒火攻心,美国
杀手47,法国
杀手47,美国
哈姆雷特,美国
危险关系,美国
危险关系,英国
哈姆雷特,美国
哈姆雷特,英国
哈姆雷特,美国
哈姆雷特,英国
哈姆雷特,法国
毕业生,美国
大兵小将,中国
困惑的浪漫,德国
听说,中国台湾
蝙蝠,韩国
蝙蝠,美国
中华英雄,中国香港
痞子英雄之全面开战,中国台湾
痞子英雄之全面开战,中国大陆
伦敦,英国
伦敦,美国
铁拳,美国
华尔街,美国
救助站长,辽宁盘锦
哈姆雷特,法国
功夫之王,中国
功夫之王,美国
新红楼梦,中国香港
蜂蜜与四叶草,日本
哈姆雷特,波兰
危险关系,香港
哈姆雷特,英国
哈姆雷特,意大利
哈姆雷特,加拿大
哈姆雷特,美国
哈姆雷特,英国
哈姆雷特,美国
哈姆雷特,印度
哈姆雷特,英国
哈姆雷特,印度
哈姆雷特,阿根廷
人生,美国
龙眼,美国
伤心童话,中国大陆
机器人总动员,美国
危险关系,中国大陆
星际迷航：暗黑无界,美国
杀戮都市,日本
星河战队,美国
美味的性爱,韩国
魂断蓝桥,美国
人类消失后的世界,美国
洛克王国,中国大陆
蓝色大门,台湾
蓝色大门,法国
罪恶之城2,美国
发条橙,英国
发条橙,美国
迷雾,美国路易西安纳州
人类清除计划,美国
世界大战,美国
新警察故事,中国香港
塞班,印度
杀戮都市,美国
驯龙高手2,美国
绿野仙踪,美国
饥饿游戏2：星火燎原,美国
大奥,日本
马达加斯加,美国
