from_name,to_name
玉蒲团,粤语
歌舞青春,英语
咒怨,日语
咒怨,英语
人再囧途之泰囧,普通话
人再囧途之泰囧,泰语
人再囧途之泰囧,英语
热血高校,日语
玉蒲团,粤语
玉蒲团,粤语
玉蒲团,粤语
狄仁杰之神都龙王,汉语普通话
美丽人生,英语；德语；意大利语
斯巴达克斯,英语
斯巴达克斯,英语
蜂蜜,土耳其语
美国队长,英语
断背山,英语
速度与激情5,英语
速度与激情5,葡萄牙语
速度与激情5,西班牙语
速度与激情5,意大利语
云图,英语
云图,西班牙语
复仇者联盟2：奥创纪元,英语
樱兰高校男公关部,日语
心花路放,普通话
颐和园,汉语普通话
三生三世十里桃花,普通话
古今大战秦俑情,粤语
古今大战秦俑情,普通话
天与地,日语
天与地,英语
猩球崛起,英语
勇敢的心,英语
勇敢的心,法语
勇敢的心,拉丁语
罗马帝国艳情史,英语
铁钩船长,英语
貂蝉,普通话
貂蝉,普通话
貂蝉,粤语
蝙蝠侠,英语
蝙蝠侠,法语
蝙蝠侠,西班牙语[4]
美国派,美式英语
太极,普通话
爱的色放,普通话
三傻大闹宝莱坞,北印度语
三傻大闹宝莱坞,英语
三傻大闹宝莱坞,普通话
三傻大闹宝莱坞,公映版
恋空,日语
人体蜈蚣,英语
活着,普通话
赤裸羔羊,英语
赤裸羔羊,粤语
上位,汉语普通话
建党伟业,普通话
上善若水,汉语普通话
神马都是浮云,汉语普通话
神马都是浮云,粤语
青春期4,普通话
世界地图,英语
玉蒲团之偷情宝鉴,普通话
玉蒲团之偷情宝鉴,粤语
忠烈杨家将,粤语
忠烈杨家将,普通话
薰衣草,粤语
好想告诉你,日语
左耳,汉语普通话
小说,普通话
感官世界,日语
智齿,韩语
小时代4：灵魂尽头,汉语普通话
小时代4：灵魂尽头,英语
大太监,普通话
老炮儿,汉语普通话
午夜凶铃,日语
午夜凶铃,普通话
午夜凶铃,英语
色情市场,日语
海上钢琴师,英语
海上钢琴师,法语
锦衣卫,欧天华
咒怨,英语
咒怨,日语
终结者,英语
异形,英语
魁拔,普通话
大男当婚,英语
尼基塔,法语
黑洞,英语
彼岸花,日语
花与蛇,日语
玉蒲团之玉女心经,粤语
美人鱼,汉语普通话
美人鱼,粤语
悲惨世界,英语
花木兰,汉语
屈原,汉语普通话
碟中谍4,英语
长恨歌,汉语普通话
死神来了5,英语
死神来了5,粤语
与我上床,英语
杨贵妃,普通话
钢铁是怎样炼成的,俄语
美国派,英语
钢铁是怎样炼成的,俄语
3D金瓶梅,粤语
无间道,普通话
无间道,粤语
穆赫兰道,英语
穆赫兰道,西班牙语
圆明园,普通话
剪刀手爱德华,英语
不能说的秘密,华语
霍比特人,英语
霍比特人,辛达语
西游记之大圣归来,普通话
怦然心动,英语
超凡蜘蛛侠,英语
超凡蜘蛛侠,粤语
十月围城,粤语
十月围城,普通话
十月围城,英语
动物性本能2,英语
黑夜传说,英语
黑夜传说,粤语
辛德勒的名单,英语
辛德勒的名单,希伯来语
辛德勒的名单,德语
辛德勒的名单,波兰语
孤岛惊魂,汉语普通话
孤岛惊魂,粤语
孤岛惊魂,英语
孤岛惊魂,日语
我唾弃你的坟墓,英语
越光宝盒,汉语普通话
越光宝盒,粤语
琵琶行,粤语
异形,英语
异形,西班牙语
异形,汉语
道士下山,汉语普通话
恐怖游轮,英语
煎饼侠,普通话
笔仙,韩语
雷神,英语
假如爱有天意,韩语
X战警：逆转未来,英语
X战警：逆转未来,普通话
X战警：逆转未来,配音
美丽人生,英语
蜘蛛侠,英语
阿凡达2,英语
美丽人生,塞尔维亚-克罗地亚语
美丽心灵,英语
忠犬八公的故事,英语
忠犬八公的故事,日语
极品飞车,英语
我的野蛮女友,英语
我的野蛮女友,韩语
手机,汉语普通话
敢死队3,英语
敢死队3,罗马尼亚语
敢死队3,西班牙语[2]
赤裸特工,粤语
赤裸特工,英语
黄金大劫案,普通话
黄金大劫案,沈阳话
黄金大劫案,大连话
港囧,汉语普通话
港囧,粤语
傲慢与偏见,英语
逆战,汉语普通话
逆战,粤语
逆战,英语
新少林寺,汉语普通话
新少林寺,粤语
星空,汉语普通话
切肤之爱,日语
挪威的森林,日语
傲慢与偏见,英语
机械师,英语
四大名捕2,粤语
四大名捕2,普通话
王昭君,普通话
汉尼拔,英语
汉尼拔,德语
汉尼拔,意大利语
汉尼拔,日语
情欲禁地,西班牙语
赛德克·巴莱,日语
赛德克·巴莱,闽南语
赛德克·巴莱,赛德克语
艋舺,普通话
艋舺,闽南语
杀破狼2,粤语
杀破狼2,汉语普通话
杀破狼2,泰语
狼,英语
黑天鹅,英语
黑天鹅,法语
黑天鹅,意大利语
小时代3：刺金时代,汉语普通话
肏我,法语
霍元甲,粤语
霍元甲,普通话
星球大战,英语
蒲公英,日语
警察故事2013,普通话
警察故事2013,粤语
警察故事2013,英语
潜伏,英语
罗生门,日文
宝贝,普通话
宝贝,中文
囡囡,粤语
致命ID,英语
色情男女,粤语
苏醒,英语
迷失,英语
迷失,立陶宛语
花,法语
花,汉语普通话
白蛇传说,汉语普通话
花,汉语普通话
美国队长2,英语
四大天王,粤语
四大天王,英语
林中小屋,英语
暮光之城：破晓（下）,英语
将爱情进行到底,汉语普通话
终结者,英语
终结者,西班牙语
惊天魔盗团,英语
惊天魔盗团,普通话
黑客帝国,英语
黑客帝国,粤语
秦时明月之龙腾万里,普通话
隐私欲望,德语
隐私欲望,法语
GAY,荷兰语
GAY,英语
源代码,英语
孙子兵法,英语
无人区,西北普通话
无人区,甘肃方言
无人区,陕西方言
绝代双骄,普通话
绝代双骄,粤语
放牛班的春天,法语
凤凰,普通话
寒战,汉语普通话
寒战,粤语
老男孩之猛龙过江,汉语普通话
老男孩之猛龙过江,英语
万有引力,汉语普通话
搜神记,汉语普通话
搜神记,日语
南妹皇后,粤语
雏菊,韩语
超体,英语
超体,普通话
超体,配音版
绝代双骄,粤语普通话
谍影重重,英语
谍影重重,法语
谍影重重,德语
谍影重重,荷兰语
谍影重重,意大利语
澳门风云2,粤语
澳门风云2,普通话
金刚狼2,英语
金刚狼2,日语
非诚勿扰2,汉语普通话
明日边缘,英语
蝙蝠侠：黑暗骑士崛起,英语
不可撤销,法语
不可撤销,西班牙语
不可撤销,意大利语
不可撤销,英语
毒战,汉语普通话
毒战,粤语
天堂电影院,意大利语
天堂电影院,英语
天堂电影院,葡萄牙语
小李飞刀,普通话
机械师,英语
分手合约,汉语普通话
铜雀台,普通话
少林寺,普通话
少林寺,粤语
午夜凶铃,英语
低俗小说,英语
低俗小说,西班牙语
鹰眼,英语
楚门的世界,英语
泰迪熊,英语
如意,普通话
家,普通话
夜访吸血鬼,英语
钢铁侠2,英语
蚁人,英语
地球,英国
金枝玉叶,粤语普通话
金太狼的幸福生活,汉语普通话
超级战舰,英语
家,英语
前度,粤语
二次曝光,普通话
重返20岁,普通话
海扁王,英语
悲惨世界,英语
金刚,英语
绿茶,普通话
致命魔术,英语
大逃杀,日语
春娇与志明,粤语
春娇与志明,普通话
阳光灿烂的日子,汉语普通话
战国,普通话
浪客剑心,日语
禁室培欲3：香港情夜,粤语
禁室培欲3：香港情夜,日语
灰姑娘,英语
蝴蝶,法语
罪恶之城,英语
碟中谍,英语
碟中谍,法语
碟中谍,粤语
碟中谍,捷克语
巴西,英语
谍影重重4,英语
岁月神偷,粤语
岁月神偷,普通话
满江红,粤语
满江红,粤语
超能陆战队,英语
血滴子,普通话
血滴子,粤语
真相,普通话
爱丽丝梦游仙境,英语
桃姐,粤语
桃姐,普通话
刺客信条,英语
刺客信条,西班牙语
脑筋急转弯,英文
白发魔女传之明月天国,粤语
白发魔女传之明月天国,普通话
梅花,普通话
私人订制,普通话
智取威虎山3D,普通话
蝴蝶,粤语
蝴蝶,国语
建国大业,汉语普通话
建国大业,英语
茉莉花,波兰语
力王,粤语
搏击俱乐部,英语
我和春天有个约会,粤语
伟大的隐藏者,韩语
爱丽丝梦游仙境,英语
偷窥无罪,粤语
偷窥无罪,汉语普通话
爱丽丝梦游仙境,英语
埃及艳后,英语
爱丽丝梦游仙境,捷克语
爱丽丝梦游仙境,英语
美人鱼,汉语普通话
美国往事,英语
美国往事,法语
美国往事,意大利语
天将雄师,普通话
天将雄师,英语
杀死比尔,英语
杀死比尔,日语
一步之遥,普通话
木乃伊4,英语
七小福,粤语
东成西就2011,汉语普通话
东成西就2011,粤语
有一个地方只有我们知道,普通话
有一个地方只有我们知道,英语
踩碳,中文
踩碳,法文
踩碳,英文
女人,英语
晚秋,英文
晚秋,韩文
晚秋,中文
幸福,韩语
杨贵妃秘史,普通话
史密斯夫妇,英语
史密斯夫妇,西班牙语
史密斯夫妇,粤语
史密斯夫妇,普通话
史密斯夫妇,公映版
侏罗纪世界,英语
书剑恩仇录,普通话
超凡蜘蛛侠2,英语
another,日语
书剑恩仇录,普通话
书剑恩仇录,粤语
蝴蝶,汉语普通话
太极拳,普通话
心战,粤语
心战,汉语普通话
爸爸去哪儿,中文
亲爱的,普通话
亲爱的,芜湖方言[5]
贫民窟的百万富翁,英语
贫民窟的百万富翁,北印度语
狼图腾,汉语普通话
疯狂的石头,重庆方言
疯狂的石头,粤语
疯狂的石头,青岛话
疯狂的石头,唐山话
李元霸,粤语
星际迷航,英语
金瓶梅之鸳鸯戏床,粤语中字
天使,日语
观音山,普通话
少林寺,普通话
我们都是坏孩子,普通话
海角七号,汉语普通话
海角七号,闽南语
海角七号,日语
海角七号,英语
林肯,英语
香水：一个谋杀犯的故事,英语
天下第一,法语
天下第一,德语
天下第一,俄语
罗马假日,英语
罗马假日,意大利语
青蜂侠,英语
穿普拉达的女王,英语
穿普拉达的女王,法语
朝花夕拾,普通话
朝花夕拾,粤语
红灯区,普通话
红灯区,粤语
雪山飞狐,粤语
东邪西毒,普通话
刮痧,汉语
范海辛,英语
范海辛,粤语
范海辛,拉丁语
末代皇帝,英语
末代皇帝,日语
末代皇帝,汉语普通话
第九区,英语
第九区,尼安哈语
第九区,南非荷兰语
第九区,祖鲁语
第九区,科萨语
第九区,塞索托语
非常完美,普通话
普罗米修斯2,英语
柠檬,普通话
功夫熊猫,英语
功夫熊猫,中文
人工智能,英语
想爱就爱,泰语
神奇四侠,英语
狼牙,粤语
狼牙,；日语；普通话
钟无艳,粤语
钟无艳,粤语
亚特兰蒂斯,英语
吉他,英语
血滴子,汉语普通话
狄仁杰之通天帝国,普通话
狄仁杰之通天帝国,粤语
色情男女,韩语
杀破狼,粤语
杀破狼,普通话
了不起的盖茨比,英语
月球,英语
月球,西班牙语
拯救大兵瑞恩,英语
拯救大兵瑞恩,法语
拯救大兵瑞恩,德语
拯救大兵瑞恩,捷克语
盗贼同盟,韩语
盗贼同盟,普通话
盗贼同盟,英语
盗贼同盟,粤语
盗贼同盟,日语
诺亚方舟,国语
诺亚方舟,英语
守望者,英语
人肉叉烧包,粤语
王的男人,韩语
王的盛宴,汉语普通话
女人公敌,普通话
剑雨,汉语普通话
碧血剑,普通话
碧血剑,粤语
属于你的我的初恋,日语
色即是空2,韩语
骆驼祥子,普通话
赌神,普通话
赌神,粤语
赌神,日语
赌神,英语
幽灵,英语
幽灵,法语
绣春刀,中文
碧血剑,粤语
纽约,印地语
纽约,英语
幽灵,英语
幽灵,汉语普通话
幽灵,汉语普通话
后天,英语
后天,法语
后天,日语
后天,意大利语
飞虎,粤语
飞虎,英语
飞虎,泰语
闪灵,英语
舞出我人生,英语
我的朋友很少,日语
黑衣人3,英语
黑衣人3,粤语
奇门遁甲,粤语
僵尸世界大战,英语
杀人游戏,英语
前任攻略,普通话
蝙蝠侠：黑暗骑士,英语
蝙蝠侠：黑暗骑士,粤语
一夜惊喜,普通话
强奸之恋,英语
窃听风云,粤语
天使之恋,日语
新宿事件,粤语
新宿事件,汉语普通话
新宿事件,日语
洛杉矶之战,英语
洛杉矶之战,粤语
安娜情欲史,英语
我的野蛮女友,英语
喜剧之王,粤语
喜剧之王,普通话
僵尸先生,粤语
聊斋志异,汉语普通话
阿司匹林,汉语普通话
金粉世家,粤语
四大名捕3,汉语普通话
全民目击,普通话
我的野蛮女友,普通话
老人与海,英语
老人与海,西班牙语
了不起的盖茨比,英语
穿越时空的少女,日语
闻香识女人,英语
老人与海,英语
风云2,粤语
风云2,普通话
蓝宇,汉语普通话
阳光姐妹淘,韩语
春光乍泄,粤语；汉语普通话；西班牙语
宝莲灯,汉语
致命弯道,英语
金馆长对金馆长对金馆长,韩语
熔炉,韩语
向日葵,韩语
熊出没之夺宝熊兵,普通话
木乃伊,英语
木乃伊,阿拉伯语
鬼子来了,汉语普通话
鬼子来了,日语
鬼子来了,唐山话
林冲,普通话
黑色大丽花,英语
埃及艳后,英语
埃及艳后,英语
蒙娜丽莎,汉语普通话
蒙娜丽莎,莆田话
飞虎神鹰,英语
飞虎神鹰,阿拉伯语
梦回鹿鼎记,汉语普通话
大侦探福尔摩斯,英语
大侦探福尔摩斯,粤语
X战警：第一战,英语
移动迷宫,英语
第一次,普通话
逍遥法外,英语
逍遥法外,法语
恋爱通告,普通话
黑衣人,英语
黑衣人,西班牙语
黑衣人,粤语
铁血战士,英语
铁血战士,西班牙语
铁血战士,俄语
泰迪熊,丹麦语
星巴克,英语
黄真伊,韩语
归来,中文
最美的时光,中文
雪花秘扇,英语
雪花秘扇,中文
怦然心动,北印度语
怦然心动,乌尔都语
怦然心动,英语
怦然心动,普通话
财神客栈,粤语
财神客栈,普通话
向日葵,普通话
向日葵,台语
天使爱美丽,法语
天使爱美丽,俄语
雨果,英语
狼人,英语
独立日,英语
搜索,普通话
终结者5,英语
枪王之王,粤语
枪王之王,普通话
晚秋,韩语
非常人贩,英语
三枪拍案惊奇,汉语普通话
三枪拍案惊奇,东北话
名侦探柯南：天空的遇难船,日语
出轨的女人,粤语
东成西就,粤语
林中小屋,汉语普通话
林中小屋,粤语
死亡飞车,英语
接吻,日语
地狱神探,英语
地狱神探,塔加路语
地狱神探,菲律宾语
天浴,普通话
天浴,四川话
雏菊,捷克语
黄真伊,韩语
黄真伊,韩语
东京,日语
东京,法语
九首歌,英语
虞美人,普通话
飞越疯人院,英语
被解救的姜戈,英语
被解救的姜戈,德语
被解救的姜戈,法语
被解救的姜戈,意大利语
青蜂侠,英语
天涯赤子心,英语
黑眼圈,孟加拉语
黑眼圈,普通话
黑眼圈,马来语
画皮Ⅱ,汉语普通话
听说,汉语普通话
佛跳墙,粤语
佛跳墙,普通话
黑眼圈,英语
卡萨布兰卡,英语
七年之痒,粤语
色欲世界奸魔者,日语
济公,普通话
济公,粤语
朋友,韩语
单身男女,粤语
单身男女,普通话
红娘子,粤语
公主日记,英语
丁香,普通话
雨人,英语
雨人,意大利语
七年之痒,普通话
七年之痒,河南方言
初恋,日语
朋友,普通话
香港奇案之强奸,粤语
我们约会吧,普通话
唐伯虎点秋香,粤语
符号,日语
符号,西班牙语
绝命派对,普通话
绝命派对,英语
绝命派对,台语
符号,普通话
初恋,韩语
告白,日语
昂山素季,英语
昂山素季,缅甸语
海底两万里,英语
超人：钢铁之躯,英语
初恋,意大利语
海底两万里,英语
正义联盟,英语
秘密,日语
齐天大性之大闹女儿国,普通话
齐天大性之大闹女儿国,粤语
失眠,英语
珍珠港,英语
珍珠港,法语
珍珠港,日语
珍珠港,粤语
梁山伯与祝英台,普通话
麻将,普通话
麻将,英语
麻将,法语
麻将,闽南语
大上海,粤语
大上海,普通话
7号房的礼物,韩语
梁山伯与祝英台,汉语
大学,英语
游戏,韩语
罗密欧与朱丽叶,英语
斯巴达300勇士,英语
名侦探柯南：绝海的侦探,日语
失眠,韩语
铁甲钢拳,英语
无敌浩克,英语
无敌浩克,葡萄牙语
无敌浩克,西班牙语[2]
宝贝计划,普通话
宝贝计划,粤语
音乐之声,英语
无耻混蛋,英语
无耻混蛋,德语
无耻混蛋,法语
无耻混蛋,意大利语
海底两万里,英语
爱人,韩语
村妓,汉语普通话
名侦探柯南：沉默的15分钟,日语
青蜂侠,粤语
巴黎圣母院,法语
起风了,日语
起风了,德语
起风了,法语
巴黎圣母院,英语
不道德的故事,英语
玉女心经,普通话
玉女心经,粤语
万能钥匙,英语
万能钥匙,法语
一场风花雪月的事,汉语普通话
一场风花雪月的事,英语
一场风花雪月的事,韩语
黑色大丽花,英语
六月,汉语普通话
六月,福建宁化话
人鱼帝国,英语
巴黎圣母院,法语
木乃伊,阿拉伯语
木乃伊,英语
木乃伊,法语
快乐到死,韩语
时间规划局,英语
时间规划局,粤语
斗鱼,英语
爱情呼叫转移,汉语
穆桂英挂帅,豫剧
贱女孩,英语
贱女孩,德语
贱女孩,越南语
贱女孩,斯瓦希里语[2]
天若有情,粤语
最爱,汉语普通话
被偷走的那五年,汉语普通话
跆拳道,普通话
风云雄霸天下,粤语
花样年华,粤语
花样年华,吴语上海话
老无所依,英语
老无所依,西班牙语
真爱至上,英语
真爱至上,葡萄牙语
真爱至上,法语
罗密欧与朱丽叶,英语
那小子真帅,韩语
倾城之恋,粤语
倾城之恋,汉语普通话
在一起,汉语普通话
在一起,粤语
新不了情,粤语
分手大师,汉语普通话
海阔天空,汉语普通话
LOVE,普通话
罗密欧与朱丽叶,英语
罗密欧与朱丽叶,意大利语
甜蜜蜜,粤语
甜蜜蜜,普通话
甜蜜蜜,英语
天外飞仙,英语
格列佛游记,英语
格列佛游记,英语
水浒传之英雄好色,普通话
水浒传之英雄好色,粤语
格列佛游记,英语
低俗喜剧,汉语普通话
低俗喜剧,粤语
倾城之泪,粤语
倾城之泪,汉语普通话
美女的烦恼,韩语
青楼十二房,粤语
罗密欧与朱丽叶,英语
倾城之恋,粤语
倾城之恋,汉语普通话
孤儿怨,英语
生化危机：战神再生,英语
生化危机：战神再生,日语
生化危机：战神再生,粤语
宿醉,英语
功夫熊猫2,英语
白日焰火,普通话
洛奇,英语
纳尼亚传奇,英语
性欲机器,日语
红高粱,汉语普通话
刀锋战士,英语
刀锋战士,俄语
我为卿狂,粤语
我为卿狂,普通话
袁隆平,华语
后宫：帝王之妾,韩语
暧昧,英语
暧昧,普通话
中南海保镖,粤语
中南海保镖,英语
中南海保镖,日语
极限特工,英语
极限特工,普通话
极限特工,配音版
德州电锯杀人狂,英文
罗马,西班牙语
传奇,普通话
猩球崛起：黎明之战,英语
嘻游记,汉语普通话
功夫梦,英语
功夫梦,粤语
功夫梦,汉语普通话
NANA,日语
NANA,英语
你是我的命运,韩语
色欲之死,日语
青春荷尔蒙,普通话
青春派,汉语普通话
遗落战境,英语
拳王,普通话
公主日记,英语
拳王,中文
下一个奇迹,汉语普通话
鱼,日语
铠甲勇士之帝皇侠,日语
铠甲勇士之帝皇侠,普通话
第二梦,汉语普通话
兵临城下,英语
兵临城下,德语
黑鹰坠落,英语
黑鹰坠落,粤语
黑鹰坠落,索马里语
特洛伊,英语
菩提树下,英语
名侦探柯南：漆黑的追踪者,日语
勇闯夺命岛,英语
rio,英语
我的美女老板,普通话
情人,西班牙语
穿越时空的少女,日语
比悲伤更悲伤的故事,韩语
查理和巧克力工厂,英语
第一滴血,英语
第一滴血,粤语
入殓师,日语
白雪公主与猎人,英语
白雪公主与猎人,粤语
恋恋笔记本,英语
情人,西班牙语
非常主播,韩文
情人,俄语
禁室培欲,日语
巴黎,法语
一公升的眼泪,日语
下女,韩语
犀利人妻,普通话
人鬼情未了,英语
三个火枪手,英语
007：大破天幕杀机,英语
007：大破天幕杀机,普通话
贤妻,英语
何以笙箫默,汉语普通话
猛鬼街,英文
Hello!树先生,普通话
全民超人汉考克2,英语
我爱你,韩语
蜗牛,英语
nana,法语
未知死亡,北印度语
全城戒备,粤语
全城戒备,汉语普通话
未来警察,粤语
未来警察,国语
天际浩劫,英语
阿飞正传,粤语
阿飞正传,上海话
阿飞正传,普通话
阿飞正传,英语
阿飞正传,菲律宾语等
华尔街之狼,英语
灵异第六感,英语；西班牙语；拉丁语
两小无猜,法语
食神,粤语
食神,普通话
伊甸园之东,英语
满城尽带黄金甲,普通话
十二星座离奇事件,普通话
火线追凶,普通话
幸福终点站,英语
幸福终点站,俄语
幸福终点站,法语
幸福终点站,保加利亚语
美人图,韩语
一九四二,河南方言
一九四二,普通话
一九四二,英语
一九四二,日语
自闭症,韩语
金字塔,英语
风之谷,日语
独立日2,英语
枪王之王,英语
消失的子弹,汉语普通话
周末同床,韩语
罗马假日,英语
后厨,普通话
巴啦啦小魔仙之魔法的考验,普通话
环太平洋2,英语
环太平洋2,汉语普通话
环太平洋2,日语
人猿星球,英语
马永贞,普通话
马永贞,粤语
第五元素,英语
蝶恋花,西班牙语
蝶恋花,拉丁语
海洋天堂,普通话
喜羊羊与灰太狼之开心闯龙年,普通话
喜羊羊与灰太狼之开心闯龙年,粤语
温暖的尸体,英语
小时代2：青木时代,汉语普通话
宠物情人,韩语
钟馗伏魔：雪妖魔灵,汉语普通话
西风烈,普通话
窃听风云2,普通话
窃听风云2,粤语
灰姑娘,韩语
东京异种,日语
神奇四侠,英语
碟中谍3,英语
碟中谍3,意大利语
碟中谍3,粤语
碟中谍3,汉语普通话
碟中谍3,德语
碟中谍3,捷克语
新龙门客栈,粤语
本能,日语
你是我兄弟,西班牙语
无极,普通话
无极,粤语
龙纹身的女孩,瑞典语
极度强奸,粤语
恋爱季节,粤语
杀人不分左右,英语
恋爱季节,普通话
惊声尖笑,英语
内裤之穴,日语
听风者,普通话
听风者,粤语
2046,粤语
2046,汉语普通话
2046,日语
雷神2：黑暗世界,英语
变形金刚2,英语
变形金刚2,粤语
人间中毒,韩语
名侦探柯南：第11个前锋,日语
慈禧秘密生活,普通话
慈禧秘密生活,粤语
异形大战铁血战士,英语
太平轮,汉语普通话
太平轮,台语
太极3：巅峰在望,普通话
太极3：巅峰在望,粤语
天下无双,普通话
赌圣,粤语
仙人掌,普通话
仙人掌,粤语
阿根廷,英语
阿根廷,西班牙语
我爱你,普通话
死寂,英语
向着炮火前进,韩语
丧尸的乳房,英语
丧尸的乳房,日语
开心魔法,汉语普通话
开心魔法,粤语
最后的晚餐,韩语
冰封：永恒之门,汉语普通话
冰封：永恒之门,粤语
最后的晚餐,汉语普通话
奇怪的她,韩语
重庆森林,粤语
重庆森林,汉语普通话
重庆森林,英语
重庆森林,日语
偷天换日,英国
爱在那一天,普通话
两杆大烟枪,英语
金刚,英语
笑功震武林,汉语普通话
笑功震武林,粤语
变脸,英语
变脸,粤语
变脸,拉丁语
潘神的迷宫,西班牙语
危险关系,英语
小鬼当家,英语
东成西就,粤语
叶问2,粤语；英语；普通话
全面回忆,英语
光辉岁月,汉语普通话
光辉岁月,粤语
妓女地狱,日语
盲井,普通话
杀戮都市,日语
窈窕淑女,英语
洛神,粤语
洛神,潮语
桃色情人,意大利语
驯龙高手,英语
柳如是,普通话
死亡诗社,英语
死亡诗社,拉丁语
征服,意大利语
饭局也疯狂,汉语普通话
僵尸新娘,英语
萧红,汉语[1]
